Thickness,Ice Super-Saturated Regions (ISSRs),Persistent Contrail Regions (PCRs)
9350,99.58948454,99.78516098
9360,99.59161894,99.78616961
9370,99.5923304,99.78818688
9380,99.5923304,99.78919551
9390,99.59375333,99.79020415
9400,99.59731066,99.79222142
9410,99.59731066,99.79222142
9420,99.59802213,99.79323005
9430,99.60086799,99.79423868
9440,99.60442531,99.79625595
9450,99.60513678,99.79625595
9460,99.60655971,99.79726458
9470,99.60727117,99.80029049
9480,99.60869411,99.80129912
9490,99.6108285,99.80129912
9500,99.61367436,99.80129912
9510,99.61438583,99.80230775
9520,99.61652022,99.80432502
9530,99.61936608,99.80634229
9540,99.62078901,99.80634229
9550,99.62150048,99.80634229
9560,99.62363488,99.80735092
9570,99.62434634,99.80835956
9580,99.62861513,99.80936819
9590,99.63146099,99.81037683
9600,99.63288392,99.81138546
9610,99.63288392,99.81340273
9620,99.63359539,99.81441136
9630,99.63501832,99.81441136
9640,99.63715272,99.81542
9650,99.63857565,99.81542
9660,99.64213297,99.81542
9670,99.64426737,99.81542
9680,99.64426737,99.81743726
9690,99.64497883,99.81743726
9700,99.64497883,99.8214718
9710,99.64497883,99.82248043
9720,99.6456903,99.82248043
9730,99.64782469,99.82550633
9740,99.64853616,99.8275236
9750,99.64853616,99.82853224
9760,99.64995909,99.82853224
9770,99.64995909,99.82954087
9780,99.65209349,99.82954087
9790,99.65351642,99.8305495
9800,99.65422788,99.8305495
9810,99.65636228,99.8305495
9820,99.65849667,99.8305495
9830,99.66276547,99.83155814
9840,99.66561133,99.83357541
9850,99.66632279,99.83357541
9860,99.66703426,99.83660131
9870,99.66774572,99.83760994
9880,99.66988012,99.84063584
9890,99.67059158,99.84063584
9900,99.67201451,99.84164448
9910,99.67272598,99.84265311
9920,99.67486037,99.84366174
9930,99.67699477,99.84366174
9940,99.67770624,99.84467038
9950,99.6805521,99.84567901
9960,99.68197503,99.84567901
9970,99.68268649,99.84668765
9980,99.68553235,99.84971355
9990,99.68766675,99.85273945
10000,99.69051261,99.85677399
